Date,Symbol,Open,High,Low,Close,Volume,RSI,MACD,MA20,Volatility,SentimentScore,AnomalyFlag,Label
2012-02-15,TCS.NS,119.64,120.1,119.33,120.0,499392,67.93,-1.435,122.57,0.0431,-0.322,0,SELL
2012-02-16,AAPL,124.78,126.6,123.32,125.25,1113107,24.94,-1.2012,122.44,0.0356,0.298,0,HOLD
2012-02-17,RELIANCE.NS,123.59,124.26,121.7,122.99,4244246,28.88,-1.3667,122.56,0.0051,1.0,0,HOLD
2012-02-20,NVDA,123.8,124.55,123.13,123.97,535640,53.27,1.7489,122.41,0.0013,-0.962,0,BUY
2012-02-21,RELIANCE.NS,123.96,125.16,123.13,124.46,4031799,57.09,0.9215,122.42,0.0445,-0.857,0,BUY
2012-02-22,TSLA,119.26,120.26,119.12,119.92,1767973,50.68,-0.115,122.46,0.0566,-1.0,0,SELL
2012-02-23,TSLA,123.96,125.02,122.81,123.74,752608,68.15,-1.4417,122.56,0.0263,0.757,0,HOLD
2012-02-24,TSLA,122.22,123.64,121.68,122.22,374609,70.76,1.3593,122.48,0.0134,0.511,0,BUY
2012-02-27,AAPL,129.95,130.85,127.15,128.4,598397,57.73,-1.7315,122.83,0.0169,-0.597,0,HOLD
2012-02-28,TSLA,125.4,127.36,124.5,125.39,1381544,27.4,0.0284,122.96,0.0074,0.178,0,HOLD
2012-02-29,AAPL,120.98,123.41,120.21,122.07,2122490,62.35,3.3464,123.03,0.0138,1.0,0,BUY
2012-03-01,RELIANCE.NS,127.49,128.17,124.64,127.41,3425660,28.17,3.1402,123.36,0.0068,-1.0,0,HOLD
2012-03-02,TCS.NS,123.67,123.97,122.79,123.68,3072287,27.65,3.9489,123.55,0.0169,-0.342,0,HOLD
2012-03-05,NVDA,123.26,124.12,122.83,123.41,4531761,79.59,1.4757,123.67,0.016,-0.9,0,HOLD
2012-03-06,INFY.NS,122.43,122.86,122.38,122.7,657927,13.2,-3.5678,123.78,0.0355,1.0,0,SELL
2012-03-07,TSLA,125.3,126.35,124.56,125.88,3732149,36.21,-1.5379,123.88,0.0873,-0.315,0,SELL
2012-03-08,TCS.NS,117.85,119.08,116.95,118.21,3078297,56.44,1.8007,123.53,0.0311,-0.587,0,HOLD
2012-03-09,TCS.NS,127.19,128.93,125.9,127.53,282687,39.43,2.7631,123.73,0.0098,-0.198,0,BUY
2012-03-12,AAPL,122.56,122.87,121.82,122.82,464575,36.28,-1.0505,123.58,0.0163,0.32,0,SELL
2012-03-13,NVDA,126.88,127.46,124.96,126.32,1636919,34.44,0.9438,123.82,0.0138,-1.0,0,HOLD
2012-03-14,INFY.NS,118.92,120.94,118.2,118.54,447433,71.33,-0.3228,123.75,0.0026,-0.134,0,HOLD
2012-03-15,TCS.NS,125.57,127.81,124.09,124.36,1883373,38.81,-0.0766,123.7,0.0025,0.121,0,HOLD
2012-03-16,AAPL,125.09,125.95,123.44,123.45,3329437,55.69,-0.1139,123.72,0.0462,-0.58,0,SELL
2012-03-19,TCS.NS,122.93,123.16,122.06,122.91,3895801,46.2,0.9364,123.67,0.0304,0.381,0,HOLD
2012-03-20,TCS.NS,124.89,125.99,124.0,124.42,4455769,44.72,1.9985,123.67,0.0063,-0.094,1,HOLD
2012-03-21,TCS.NS,121.9,122.55,121.46,121.64,4349083,37.83,-1.5678,123.76,0.008,0.999,0,SELL
2012-03-22,AAPL,123.3,125.65,121.28,122.55,3556438,57.57,1.5619,123.7,0.0036,1.0,0,BUY
2012-03-23,NVDA,122.13,124.15,121.63,122.98,196723,37.58,2.8996,123.73,0.0275,0.582,0,HOLD
2012-03-26,RELIANCE.NS,121.87,123.31,118.91,120.67,1923730,47.66,-0.818,123.35,0.0016,0.062,0,SELL
2012-03-27,NVDA,116.75,117.44,116.75,116.89,3311648,46.07,-1.0214,122.92,0.066,0.649,0,SELL
2012-03-28,INFY.NS,114.05,116.67,113.15,114.89,2204908,49.43,3.9243,122.56,0.0047,0.359,0,HOLD
2012-03-29,AAPL,118.06,120.16,118.05,119.7,3511270,62.02,-3.1221,122.18,0.0018,-1.0,0,SELL
2012-03-30,RELIANCE.NS,116.52,117.89,116.27,117.89,4275016,41.94,0.6424,121.89,0.0245,0.079,0,HOLD
2012-04-02,RELIANCE.NS,121.83,122.68,120.6,121.5,3419070,41.9,-1.5214,121.79,0.0299,-1.0,0,SELL
2012-04-03,INFY.NS,119.45,121.12,118.53,119.59,3179937,38.38,1.8483,121.64,0.034,0.268,0,HOLD
2012-04-04,INFY.NS,122.23,122.6,119.27,121.05,3833692,53.35,2.484,121.4,0.0193,-1.0,0,HOLD
2012-04-05,AAPL,121.94,122.97,120.95,121.06,4369077,44.06,-0.1469,121.54,0.0215,0.741,0,HOLD
2012-04-06,AAPL,123.24,123.94,121.57,122.68,789004,51.57,0.706,121.29,0.0703,0.479,0,BUY
2012-04-09,AAPL,122.66,124.07,122.46,123.48,3596933,54.73,4.9988,121.33,0.0338,0.975,0,BUY
2012-04-10,NVDA,124.56,126.9,124.47,125.22,3347579,66.11,0.254,121.27,0.0229,0.87,0,BUY
2012-04-11,RELIANCE.NS,120.4,120.67,118.41,119.71,3254595,66.51,-1.1603,121.33,0.0005,0.496,0,HOLD
2012-04-12,RELIANCE.NS,119.93,120.76,118.21,118.69,1273860,98.25,2.775,121.05,0.0564,1.0,0,BUY
2012-04-13,TCS.NS,121.31,125.05,121.04,122.54,3105695,19.78,-1.8834,121.0,0.0128,0.322,0,SELL
2012-04-16,AAPL,121.43,122.75,117.76,119.69,2690262,61.93,2.6445,120.84,0.0192,0.018,0,HOLD
2012-04-17,RELIANCE.NS,119.17,121.36,118.07,119.89,4167760,29.27,-0.9108,120.62,0.0045,1.0,0,SELL
2012-04-18,TSLA,120.37,120.78,119.83,119.84,4188879,48.77,-0.9858,120.53,0.0242,0.189,0,SELL
2012-04-19,RELIANCE.NS,118.26,118.9,118.04,118.76,4615838,44.55,0.4919,120.34,0.0125,1.0,0,HOLD
2012-04-20,NVDA,118.2,118.63,115.32,116.59,2285649,40.45,4.5263,120.02,0.0195,-1.0,0,HOLD
2012-04-23,AAPL,120.17,120.94,119.11,119.99,739671,32.87,0.7588,119.98,0.0539,-0.439,0,HOLD
2012-04-24,TCS.NS,122.83,123.13,122.29,122.76,3947850,50.97,1.7758,120.28,0.0235,1.0,0,BUY
2012-04-25,TSLA,118.99,121.94,118.64,121.17,2908922,32.53,-1.2912,120.59,0.0168,-0.17,0,SELL
2012-04-26,TCS.NS,120.1,121.26,119.42,120.07,2611907,12.92,-0.6483,120.61,0.0034,0.388,1,SELL
2012-04-27,INFY.NS,118.95,121.66,117.69,120.18,3653895,33.85,-0.0573,120.72,0.0134,0.966,0,HOLD
2012-04-30,NVDA,117.82,118.11,117.5,117.76,3750098,64.8,2.2069,120.54,0.0358,-1.0,0,HOLD
2012-05-01,INFY.NS,117.32,118.17,116.84,118.04,4476929,55.73,1.8412,120.46,0.0736,-0.721,0,HOLD
2012-05-02,AAPL,117.01,119.03,116.97,117.21,2268816,46.33,0.0656,120.27,0.0,0.307,1,SELL
2012-05-03,TCS.NS,118.96,119.54,117.11,118.38,4683671,50.96,-1.1613,120.13,0.0332,-0.613,0,SELL
2012-05-04,AAPL,116.99,118.51,115.19,117.74,4525615,46.56,-3.2201,119.89,0.0107,-0.908,0,SELL
2012-05-07,RELIANCE.NS,117.0,118.03,116.83,117.67,283022,35.87,-1.2712,119.6,0.0041,-1.0,0,SELL
2012-05-08,AAPL,118.75,120.38,117.51,119.34,2825240,43.15,1.9255,119.3,0.0357,0.874,0,BUY
2012-05-09,NVDA,118.7,119.34,117.31,119.12,331789,28.83,1.3118,119.27,0.0117,-0.366,0,HOLD
2012-05-10,TSLA,118.39,118.56,117.37,118.49,2975370,71.64,-0.2302,119.26,0.0022,-0.307,0,HOLD
2012-05-11,INFY.NS,117.48,118.46,116.87,117.14,4166330,22.82,-1.6023,118.99,0.0058,1.0,1,SELL
2012-05-14,NVDA,114.08,117.1,113.7,116.12,1840787,33.35,-2.2956,118.81,0.0157,-1.0,0,SELL
2012-05-15,AAPL,120.13,120.76,118.97,119.01,4981520,40.3,-1.0056,118.77,0.0017,1.0,0,HOLD
2012-05-16,AAPL,119.05,119.47,117.49,118.34,3042519,56.08,1.0757,118.69,0.0399,-0.098,0,HOLD
2012-05-17,TSLA,124.63,125.0,122.99,124.17,2210466,38.52,3.0866,118.96,0.0008,-1.0,0,HOLD
2012-05-18,INFY.NS,120.82,121.22,119.94,120.24,1751152,70.36,1.0634,119.15,0.0144,0.446,0,BUY
2012-05-21,INFY.NS,124.02,124.87,121.81,122.89,4532142,59.48,0.008,119.29,0.0305,0.257,0,BUY
2012-05-22,RELIANCE.NS,122.46,122.55,119.68,121.56,4775455,54.61,2.8075,119.23,0.0221,-0.944,0,BUY
2012-05-23,TSLA,118.08,120.91,115.23,118.91,3093678,38.85,4.6987,119.12,0.0148,1.0,0,HOLD
2012-05-24,RELIANCE.NS,119.85,119.9,118.82,119.08,3849780,47.49,-1.1312,119.07,0.0378,0.186,1,SELL
2012-05-25,INFY.NS,117.12,120.57,116.15,119.32,145184,61.54,-2.6216,119.03,0.0158,0.352,0,HOLD
2012-05-28,NVDA,118.99,119.7,117.94,119.2,4603022,50.64,3.2421,119.1,0.0189,1.0,0,BUY
2012-05-29,AAPL,117.92,118.34,116.08,118.32,1564146,59.64,-1.5735,119.11,0.0286,-1.0,0,SELL
2012-05-30,TCS.NS,119.07,119.9,117.68,119.08,2815785,75.97,0.5066,119.21,0.0157,-0.543,0,HOLD
2012-05-31,TSLA,118.01,118.57,116.37,117.65,2692736,56.96,-0.4815,119.17,0.0119,-1.0,1,SELL
2012-06-01,AAPL,118.53,119.7,118.17,118.68,436089,50.12,1.3789,119.22,0.011,-0.419,0,HOLD
2012-06-04,NVDA,114.38,116.4,113.9,116.3,1553309,33.78,-1.2274,119.15,0.0165,-0.478,0,SELL
2012-06-05,TSLA,120.45,121.47,119.79,120.4,2507467,58.43,1.0781,119.2,0.037,0.739,0,BUY
2012-06-06,INFY.NS,117.55,119.68,116.16,118.88,3261050,25.03,0.5684,119.19,0.0015,-1.0,0,SELL
2012-06-07,TSLA,121.91,122.69,120.77,121.37,2269422,66.08,4.327,119.33,0.0004,0.141,0,BUY
2012-06-08,INFY.NS,121.7,123.49,119.5,119.89,3293422,65.86,0.5752,119.47,0.0108,-0.055,0,BUY
2012-06-11,INFY.NS,122.8,123.99,121.97,123.88,3671588,66.21,0.5754,119.86,0.044,0.412,0,BUY
2012-06-12,RELIANCE.NS,119.56,120.85,119.37,120.7,567180,66.68,0.3214,119.94,0.0102,0.247,0,BUY
2012-06-13,INFY.NS,116.99,118.03,114.25,115.62,2783289,43.46,2.5842,119.81,0.0383,0.059,0,HOLD
2012-06-14,TCS.NS,121.05,121.92,119.1,120.52,4705181,50.43,-0.3664,119.63,0.0042,-0.74,0,HOLD
2012-06-15,AAPL,118.04,118.94,116.92,118.82,3624688,50.24,1.8436,119.55,0.0238,0.049,0,HOLD
2012-06-18,TSLA,121.16,121.84,120.99,121.55,2113457,46.19,1.2437,119.49,0.0259,-1.0,0,HOLD
2012-06-19,INFY.NS,120.79,121.73,120.02,120.94,463244,48.66,-1.3798,119.46,0.0184,-1.0,0,SELL
2012-06-20,TCS.NS,120.66,121.66,119.04,119.79,3688673,66.05,4.0729,119.5,0.004,1.0,0,BUY
2012-06-21,TCS.NS,122.86,122.99,120.3,120.64,2074325,49.26,2.8913,119.58,0.0191,0.579,0,BUY
2012-06-22,TCS.NS,123.54,123.86,119.99,120.83,2695268,61.45,4.7231,119.65,0.018,1.0,0,BUY
2012-06-25,NVDA,121.22,122.5,118.13,118.94,4889711,38.23,-1.6312,119.64,0.0012,-1.0,0,SELL
2012-06-26,NVDA,114.32,116.1,112.79,115.52,3144372,60.38,-3.1119,119.5,0.0154,-0.11,0,SELL
2012-06-27,TCS.NS,120.16,120.54,119.28,119.58,141435,52.31,-1.5385,119.53,0.0302,0.456,0,HOLD
2012-06-28,INFY.NS,118.63,120.68,118.61,119.86,4096907,72.43,-2.5495,119.64,0.0237,-0.171,0,HOLD
2012-06-29,TSLA,118.37,119.62,117.9,119.14,4000143,44.67,2.16,119.66,0.0407,-0.858,0,HOLD
2012-07-02,INFY.NS,117.58,118.5,116.38,116.5,2812543,48.74,-1.2815,119.67,0.0245,-0.201,0,SELL
2012-07-03,RELIANCE.NS,117.95,118.53,114.1,116.27,4722174,45.81,2.085,119.46,0.0031,0.061,0,HOLD
2012-07-04,NVDA,119.42,120.45,117.57,117.82,2047439,43.26,-1.5933,119.41,0.0128,0.543,0,SELL
2012-07-05,AAPL,121.8,122.25,121.44,121.66,1461393,52.68,-0.9561,119.42,0.0098,-0.536,0,HOLD
2012-07-06,AAPL,121.38,121.92,120.21,120.6,4204940,28.44,-1.8461,119.46,0.0098,-1.0,0,SELL
2012-07-09,TCS.NS,115.55,116.17,114.15,115.36,2432784,48.42,-1.2724,119.03,0.0004,0.344,0,SELL
2012-07-10,RELIANCE.NS,115.83,116.03,113.73,115.24,2082325,60.34,-4.0322,118.76,0.0302,0.488,0,SELL
2012-07-11,NVDA,121.62,121.74,117.77,119.38,696073,55.78,-1.2517,118.95,0.0111,-0.661,0,HOLD
2012-07-12,AAPL,116.43,117.81,115.95,117.35,3247811,44.26,0.9405,118.79,0.0381,0.073,0,HOLD
2012-07-13,TCS.NS,116.45,118.08,115.99,117.01,1557971,34.18,-3.3132,118.7,0.0296,-1.0,0,SELL
2012-07-16,TSLA,114.67,116.42,114.24,115.02,1842244,64.24,0.9215,118.37,0.0095,-1.0,0,HOLD
2012-07-17,AAPL,113.48,116.39,111.38,114.85,2670889,63.6,-0.2221,118.07,0.0003,0.155,0,HOLD
2012-07-18,AAPL,116.37,116.93,115.65,116.92,4716981,21.4,-0.5315,117.92,0.0551,1.0,0,SELL
2012-07-19,NVDA,117.58,119.45,117.49,119.23,4150736,42.88,0.8723,117.85,0.0183,-1.0,0,HOLD
2012-07-20,INFY.NS,117.94,120.03,116.96,117.14,2052528,74.7,2.0473,117.67,0.0254,-0.887,0,HOLD
2012-07-23,AAPL,118.06,118.27,117.38,118.06,3443541,35.06,0.0386,117.63,0.0409,-1.0,0,HOLD
2012-07-24,NVDA,116.3,117.36,115.3,116.84,535580,71.19,-0.6972,117.69,0.026,-1.0,0,SELL
2012-07-25,TCS.NS,113.72,114.93,113.65,114.16,2511613,75.41,-1.3624,117.42,0.0162,-0.827,0,SELL
2012-07-26,INFY.NS,116.65,117.86,115.85,116.68,1279148,41.71,-2.5651,117.26,0.0007,0.58,0,SELL
2012-07-27,TSLA,116.62,117.77,115.36,115.54,2328245,51.67,-1.4677,117.08,0.0007,-1.0,0,SELL
2012-07-30,RELIANCE.NS,121.0,121.06,119.0,120.03,2157263,59.51,-0.4778,117.26,0.0028,-1.0,0,HOLD
2012-07-31,TCS.NS,119.41,120.98,119.03,119.57,309007,50.85,-4.2822,117.42,0.0762,0.015,0,HOLD
2012-08-01,TSLA,118.85,120.12,117.86,119.8,4703600,52.37,-0.4093,117.52,0.0311,-1.0,0,HOLD
2012-08-02,NVDA,121.43,122.02,120.12,120.4,3151437,48.42,1.5382,117.46,0.0144,0.566,0,BUY
2012-08-03,INFY.NS,123.97,125.73,122.72,122.83,2435807,59.99,-2.3158,117.57,0.0064,0.262,0,HOLD
2012-08-06,INFY.NS,122.04,123.21,120.38,121.32,819522,61.72,2.1999,117.87,0.0233,0.769,0,BUY
2012-08-07,AAPL,124.07,124.97,123.62,123.65,410481,53.84,1.3718,118.29,0.0152,-0.977,1,HOLD
2012-08-08,TCS.NS,117.39,117.66,115.97,117.41,4230459,56.52,-0.0999,118.19,0.0311,0.64,0,HOLD
2012-08-09,INFY.NS,124.94,125.72,124.11,124.51,4395007,69.24,5.5316,118.55,0.0068,0.22,0,BUY
2012-08-10,TCS.NS,121.42,121.75,121.25,121.31,2923309,43.01,-1.4334,118.76,0.0396,0.336,0,HOLD
2012-08-13,NVDA,118.17,119.27,117.75,118.53,3559667,37.83,2.5118,118.94,0.0209,0.793,0,HOLD
2012-08-14,TSLA,119.3,120.38,117.65,120.17,3747122,33.66,-3.0762,119.21,0.0197,-0.475,0,SELL
2012-08-15,AAPL,120.05,122.21,117.11,121.84,2551176,46.84,-1.9465,119.45,0.0219,-0.095,0,HOLD
2012-08-16,RELIANCE.NS,121.3,122.16,119.48,121.45,3812304,50.28,-1.5303,119.56,0.0372,0.716,0,HOLD
2012-08-17,TCS.NS,119.67,122.3,119.27,121.3,173627,51.87,2.6193,119.77,0.0686,-0.566,0,BUY
2012-08-20,INFY.NS,126.74,128.28,126.42,126.69,4326649,49.27,-0.8713,120.2,0.022,0.889,0,HOLD
2012-08-21,TCS.NS,120.43,121.0,119.96,120.64,3176071,53.64,-2.2263,120.39,0.0089,1.0,0,HOLD
2012-08-22,TSLA,119.26,119.93,118.54,119.07,1678127,64.59,1.0123,120.64,0.0671,-0.513,0,HOLD
2012-08-23,INFY.NS,123.99,125.11,122.22,125.06,3686736,79.24,-0.4089,121.06,0.0274,-1.0,0,HOLD
2012-08-24,TCS.NS,121.81,122.17,120.47,121.59,1217377,56.83,2.748,121.36,0.0302,1.0,0,BUY
2012-08-27,TCS.NS,119.86,121.33,119.8,120.16,3039432,35.33,-1.5636,121.36,0.0444,0.419,0,SELL
2012-08-28,TSLA,114.96,117.17,113.94,116.22,2113773,52.74,-2.2037,121.2,0.0172,1.0,0,SELL
2012-08-29,INFY.NS,122.15,125.55,121.63,123.5,4524019,44.68,0.2636,121.38,0.027,0.819,0,BUY
2012-08-30,RELIANCE.NS,121.26,122.76,120.68,121.99,2543921,44.38,2.6835,121.46,0.0155,-0.296,0,BUY
2012-08-31,RELIANCE.NS,119.53,121.59,118.47,121.12,3358107,33.04,-0.2918,121.38,0.0453,-0.158,0,SELL
2012-09-03,TSLA,120.77,121.87,119.82,120.34,2784947,37.47,-2.3446,121.33,0.0116,-0.266,0,SELL
2012-09-04,TCS.NS,119.03,120.15,118.09,119.02,1447144,75.3,2.9102,121.1,0.0724,0.331,0,BUY
2012-09-05,RELIANCE.NS,121.72,122.62,120.97,121.55,387901,56.17,-0.1527,121.3,0.048,0.378,0,HOLD
2012-09-06,NVDA,121.18,122.64,119.63,122.62,4199420,57.82,2.8998,121.21,0.004,-1.0,0,BUY
2012-09-07,INFY.NS,121.06,122.76,119.85,121.6,2334137,41.73,-0.1687,121.22,0.015,0.743,0,HOLD
2012-09-10,TSLA,121.5,122.0,121.14,121.94,3141405,73.89,1.3201,121.39,0.0122,0.016,0,BUY
2012-09-11,TSLA,124.3,125.0,121.03,122.58,3261690,33.28,0.204,121.51,0.0069,-0.712,0,HOLD
2012-09-12,NVDA,119.5,120.07,119.01,119.26,3446898,36.0,0.0324,121.39,0.0207,1.0,0,HOLD
2012-09-13,NVDA,119.8,121.16,118.76,119.49,4091105,56.69,2.596,121.29,0.0339,-1.0,0,HOLD
2012-09-14,TSLA,118.94,120.86,118.22,120.32,1381803,53.8,-3.6083,121.24,0.03,0.303,0,SELL
2012-09-17,TSLA,122.7,122.89,120.68,121.07,1862864,71.03,0.3935,120.96,0.0083,1.0,0,BUY
2012-09-18,TCS.NS,122.13,122.73,120.2,120.47,3596044,52.18,1.4772,120.95,0.0439,1.0,1,HOLD
2012-09-19,INFY.NS,116.84,117.55,114.52,116.97,232314,55.28,-2.602,120.84,0.0139,0.775,0,SELL
2012-09-20,INFY.NS,117.75,118.58,115.43,117.62,4776642,37.46,-0.5199,120.47,0.0281,1.0,0,SELL
2012-09-21,INFY.NS,120.63,122.88,119.55,121.86,4012441,56.31,-0.5126,120.49,0.0289,0.938,0,HOLD
2012-09-24,TSLA,122.71,124.46,121.9,123.05,4734931,63.38,2.1787,120.63,0.0113,-0.366,0,BUY
2012-09-25,TCS.NS,123.33,123.5,120.0,121.54,1676481,40.83,-2.0143,120.9,0.0313,1.0,0,HOLD
2012-09-26,RELIANCE.NS,120.11,121.72,119.21,120.68,4224902,68.7,-0.2575,120.76,0.0162,0.198,0,HOLD
2012-09-27,INFY.NS,120.32,123.36,118.72,121.5,4754059,61.35,1.2166,120.73,0.0133,0.702,0,BUY
2012-09-28,TSLA,125.02,125.64,123.19,123.68,3710556,48.2,-0.0989,120.86,0.0819,-0.281,0,HOLD
2012-10-01,AAPL,119.19,122.37,118.63,120.61,3082436,69.16,2.5412,120.87,0.0293,0.191,0,BUY
2012-10-02,RELIANCE.NS,123.68,125.14,123.45,123.54,1183252,49.5,2.329,121.1,0.0505,-0.988,0,HOLD
2012-10-03,TCS.NS,123.28,123.66,121.06,123.02,1675442,60.83,-0.9753,121.17,0.0134,-1.0,0,HOLD
2012-10-04,AAPL,121.52,124.03,120.57,122.09,1628090,51.09,-3.1301,121.14,0.0018,0.952,0,HOLD
2012-10-05,RELIANCE.NS,125.08,125.3,122.51,123.79,4461798,33.98,0.0859,121.25,0.0413,0.234,0,HOLD
2012-10-08,TCS.NS,117.28,121.79,116.26,119.78,1942951,56.18,0.1495,121.15,0.0061,0.439,0,HOLD
2012-10-09,RELIANCE.NS,125.12,127.21,123.17,123.88,4778091,24.39,0.0338,121.21,0.0013,-1.0,0,HOLD
2012-10-10,TSLA,119.43,119.55,116.85,117.31,177959,49.43,2.0038,121.11,0.012,-0.695,0,HOLD
2012-10-11,NVDA,121.4,122.86,121.15,121.51,4667381,62.54,0.4885,121.21,0.0254,0.59,0,BUY
2012-10-12,AAPL,116.2,117.15,115.12,115.76,408097,41.32,-0.0345,120.99,0.0066,-0.388,0,SELL
2012-10-15,AAPL,119.09,120.93,118.67,120.12,3043280,37.76,-0.991,120.94,0.0281,0.044,0,SELL
2012-10-16,TSLA,120.8,121.9,118.59,120.09,3723333,44.33,-0.9016,120.92,0.0094,1.0,0,SELL
2012-10-17,AAPL,125.64,126.02,124.85,125.04,3572437,50.35,-2.3726,121.32,0.0399,1.0,0,HOLD
2012-10-18,RELIANCE.NS,119.19,120.04,118.53,119.1,4236935,45.07,1.5046,121.4,0.0119,-0.27,0,HOLD
2012-10-19,INFY.NS,120.54,122.49,119.59,121.9,4930946,43.92,1.3442,121.4,0.0328,0.47,0,BUY
2012-10-22,INFY.NS,122.37,122.4,121.74,122.32,154515,75.72,-2.5254,121.36,0.0144,-0.623,0,HOLD
2012-10-23,TCS.NS,125.25,126.11,124.03,124.96,131703,51.92,-2.2563,121.53,0.0684,-0.248,0,HOLD
2012-10-24,INFY.NS,122.33,123.62,122.06,123.16,4867786,52.57,-1.166,121.66,0.0197,-0.802,0,HOLD
2012-10-25,TCS.NS,122.22,122.81,121.83,122.59,1210012,82.6,-1.7084,121.71,0.0175,-0.845,0,HOLD
2012-10-26,RELIANCE.NS,121.54,122.87,119.44,122.51,136708,74.42,0.4251,121.65,0.0445,1.0,0,BUY
2012-10-29,RELIANCE.NS,121.45,122.53,120.71,121.01,182382,72.78,-1.6859,121.67,0.0117,-0.357,0,SELL
2012-10-30,NVDA,123.05,125.06,122.95,123.62,2569665,53.83,-3.5428,121.68,0.0358,0.023,0,HOLD
2012-10-31,TCS.NS,120.83,122.84,119.93,121.77,1987606,45.47,0.7646,121.61,0.0107,-1.0,0,HOLD
2012-11-01,INFY.NS,126.04,126.57,125.99,126.15,844079,56.03,2.3123,121.82,0.0048,1.0,0,BUY
2012-11-02,AAPL,126.55,127.47,126.03,127.31,802763,50.51,-0.102,121.99,0.0388,0.126,0,HOLD
2012-11-05,AAPL,126.18,127.19,125.79,126.44,3468189,35.04,1.55,122.33,0.0181,0.627,0,BUY
2012-11-06,TSLA,125.71,126.54,124.81,125.64,1476298,85.23,0.0174,122.41,0.004,0.778,0,BUY
2012-11-07,AAPL,127.84,128.44,125.66,127.06,3998024,23.3,-2.6992,122.9,0.0493,-0.817,0,SELL
2012-11-08,TCS.NS,126.65,128.4,126.43,128.16,4065340,65.79,-1.0855,123.24,0.0024,0.859,0,HOLD
2012-11-09,INFY.NS,119.87,121.88,119.36,120.77,387416,22.23,-0.8884,123.49,0.0009,-1.0,0,SELL
2012-11-12,RELIANCE.NS,125.12,126.86,124.21,125.84,1350823,49.5,3.564,123.77,0.0477,-1.0,0,HOLD
2012-11-13,AAPL,123.45,127.12,123.13,125.2,3340966,39.86,1.6128,124.03,0.0077,0.731,0,BUY
2012-11-14,INFY.NS,129.56,130.97,129.03,130.15,3378317,33.43,1.0456,124.28,0.0544,1.0,0,BUY
2012-11-15,RELIANCE.NS,127.91,128.0,126.36,126.5,2638066,62.38,4.6111,124.65,0.0037,-1.0,0,BUY
2012-11-16,INFY.NS,129.35,130.09,128.38,128.89,4226545,38.39,3.9307,125.0,0.021,-1.0,0,HOLD
2012-11-19,AAPL,126.44,126.82,126.19,126.65,4378483,54.49,-0.1222,125.22,0.1057,1.0,0,BUY
2012-11-20,AAPL,127.78,128.72,126.9,127.04,1141742,45.05,-1.5486,125.32,0.0578,-1.0,0,SELL
2012-11-21,AAPL,128.67,129.62,128.52,128.78,694649,73.43,-0.7722,125.6,0.047,1.0,0,BUY
2012-11-22,INFY.NS,126.89,128.29,124.97,125.54,3299458,62.52,1.3142,125.75,0.0366,0.402,0,HOLD
2012-11-23,TCS.NS,126.97,130.4,126.57,128.36,2436267,59.99,-0.1015,126.04,0.0593,-1.0,0,HOLD
2012-11-26,RELIANCE.NS,129.9,130.44,127.63,130.16,3200048,61.77,-3.671,126.5,0.0301,0.185,0,HOLD
2012-11-27,TSLA,125.25,126.26,124.62,125.17,4032610,39.59,-0.608,126.58,0.0087,-1.0,0,SELL
2012-11-28,AAPL,130.28,130.56,127.5,127.61,418128,58.72,1.3073,126.87,0.0203,-1.0,0,BUY
2012-11-29,RELIANCE.NS,125.05,126.91,124.28,125.85,1950235,35.48,-3.7339,126.86,0.0218,-1.0,0,SELL
2012-11-30,INFY.NS,129.16,129.5,126.41,126.71,1294253,25.04,0.7489,126.83,0.0379,0.224,0,HOLD
2012-12-03,AAPL,130.04,131.51,127.97,128.86,1161167,45.75,0.3148,126.95,0.0243,-0.189,0,HOLD
2012-12-04,INFY.NS,129.84,131.27,127.11,127.99,4477456,59.28,-0.7547,127.06,0.0154,-0.253,0,HOLD
2012-12-05,INFY.NS,129.72,130.63,126.87,129.15,4891600,44.95,-0.0872,127.17,0.0281,0.059,0,HOLD
2012-12-06,TSLA,130.45,130.86,128.92,129.52,4252491,63.71,3.7385,127.24,0.0037,-0.717,0,BUY
2012-12-07,INFY.NS,125.84,126.57,124.39,124.63,942063,67.49,-3.7907,127.43,0.0307,-1.0,1,SELL
2012-12-10,AAPL,126.68,127.63,124.74,127.16,2909162,34.58,-2.8643,127.5,0.0289,-0.547,0,SELL
2012-12-11,RELIANCE.NS,128.44,129.34,127.13,127.39,2908023,47.33,0.1606,127.61,0.0218,1.0,0,HOLD
2012-12-12,INFY.NS,128.16,128.57,126.61,127.84,4670547,48.65,0.5348,127.49,0.0508,-1.0,0,HOLD
2012-12-13,RELIANCE.NS,124.82,125.39,124.09,124.46,1736687,80.08,1.2627,127.39,0.0067,-0.69,0,HOLD
2012-12-14,AAPL,131.21,132.51,129.47,130.7,2173865,40.72,-2.9089,127.48,0.02,-0.612,0,SELL
2012-12-17,TSLA,127.81,130.04,125.77,128.23,3640924,62.09,-0.6323,127.56,0.0187,-0.359,0,HOLD
2012-12-18,INFY.NS,131.88,133.27,129.18,130.95,4230716,43.82,4.5846,127.75,0.0604,-0.06,0,BUY
2012-12-19,TCS.NS,125.25,126.67,123.57,126.18,1576999,38.0,0.3181,127.62,0.0166,-0.591,0,SELL
2012-12-20,TCS.NS,132.59,132.83,130.5,132.24,197060,66.39,0.4891,127.96,0.0465,-0.606,0,BUY
